file,line,type,commit,author,date,time,timezone,datetime,depth,length
index.html,11,html,3a63c36f,SriSupratikTalari,2025-04-17,09:46:47,-07:00,2025-04-17T09:46:47-07:00,0,9
index.html,12,html,6fc6d689,SriSupratikTalari,2025-04-16,10:18:58,-07:00,2025-04-16T10:18:58-07:00,0,28
index.html,13,html,1d7bd18b,SriSupratikTalari,2025-04-02,17:46:38,-07:00,2025-04-02T17:46:38-07:00,0,41
index.html,14,html,1d7bd18b,SriSupratikTalari,2025-04-02,17:46:38,-07:00,2025-04-02T17:46:38-07:00,0,39
index.html,15,html,1d7bd18b,SriSupratikTalari,2025-04-02,17:46:38,-07:00,2025-04-02T17:46:38-07:00,0,72
index.html,16,html,7c3d4a5d,SriSupratikTalari,2025-04-03,18:21:34,-07:00,2025-04-03T18:21:34-07:00,0,37
index.html,17,html,3a63c36f,SriSupratikTalari,2025-04-17,09:46:47,-07:00,2025-04-17T09:46:47-07:00,0,9
index.html,18,html,1d7bd18b,SriSupratikTalari,2025-04-02,17:46:38,-07:00,2025-04-02T17:46:38-07:00,0,0
index.html,19,html,3ea0e8fd,SriSupratikTalari,2025-04-04,10:13:18,-07:00,2025-04-04T10:13:18-07:00,0,27
index.html,20,html,3ea0e8fd,SriSupratikTalari,2025-04-04,10:13:18,-07:00,2025-04-04T10:13:18-07:00,0,52
index.html,21,html,1d7bd18b,SriSupratikTalari,2025-04-02,17:46:38,-07:00,2025-04-02T17:46:38-07:00,0,0
index.html,22,html,1d7bd18b,SriSupratikTalari,2025-04-02,17:46:38,-07:00,2025-04-02T17:46:38-07:00,0,96
index.html,23,html,797f192a,SriSupratikTalari,2025-04-21,23:13:27,-07:00,2025-04-21T23:13:27-07:00,0,23
index.html,24,html,797f192a,SriSupratikTalari,2025-04-21,23:13:27,-07:00,2025-04-21T23:13:27-07:00,0,21
index.html,25,html,b78eed3e,SriSupratikTalari,2025-04-24,16:39:59,-07:00,2025-04-24T16:39:59-07:00,0,50
index.html,26,html,797f192a,SriSupratikTalari,2025-04-21,23:13:27,-07:00,2025-04-21T23:13:27-07:00,0,5
index.html,27,html,78e3e480,SriSupratikTalari,2025-04-25,11:26:30,-07:00,2025-04-25T11:26:30-07:00,0,23
index.html,28,html,78e3e480,SriSupratikTalari,2025-04-25,11:26:30,-07:00,2025-04-25T11:26:30-07:00,0,0
index.html,29,html,78e3e480,SriSupratikTalari,2025-04-25,11:26:30,-07:00,2025-04-25T11:26:30-07:00,0,5
index.html,30,html,797f192a,SriSupratikTalari,2025-04-21,23:13:27,-07:00,2025-04-21T23:13:27-07:00,0,0
index.html,31,html,b78eed3e,SriSupratikTalari,2025-04-24,16:39:59,-07:00,2025-04-24T16:39:59-07:00,0,46
index.html,32,html,b78eed3e,SriSupratikTalari,2025-04-24,16:39:59,-07:00,2025-04-24T16:39:59-07:00,0,0
index.html,33,html,c1f52cc3,SriSupratikTalari,2025-04-02,17:06:07,-07:00,2025-04-02T17:06:07-07:00,0,6
